nominal,data,curs,cdx
1,10/1/2009,30.0087,Доллар США
1,9/30/2009,30.0922,Доллар США
1,9/29/2009,30.1985,Доллар США
1,9/26/2009,30.1370,Доллар США
1,9/25/2009,30.0678,Доллар США
1,9/24/2009,30.0004,Доллар США
1,9/23/2009,30.2385,Доллар США
1,9/22/2009,30.3711,Доллар США
1,9/19/2009,30.3744,Доллар США
1,9/18/2009,30.3881,Доллар США
1,9/17/2009,30.6067,Доллар США
1,9/16/2009,30.9895,Доллар США
1,9/15/2009,30.8617,Доллар США
1,9/12/2009,30.7246,Доллар США
1,9/11/2009,30.8851,Доллар США
1,9/10/2009,31.1452,Доллар США
1,9/9/2009,31.3754,Доллар США
1,9/8/2009,31.4298,Доллар США
1,9/5/2009,31.6062,Доллар США
1,9/4/2009,31.7679,Доллар США
1,9/3/2009,31.9730,Доллар США
1,9/2/2009,31.7743,Доллар США
1,9/1/2009,31.8397,Доллар США
1,8/29/2009,31.5687,Доллар США
1,8/28/2009,31.6405,Доллар США
1,8/27/2009,31.4007,Доллар США
1,8/26/2009,31.5437,Доллар США
1,8/25/2009,31.5544,Доллар США
1,8/22/2009,31.9443,Доллар США
1,8/21/2009,31.6011,Доллар США
1,8/20/2009,31.9191,Доллар США
1,8/19/2009,31.9187,Доллар США
1,8/18/2009,32.2874,Доллар США
1,8/15/2009,31.7226,Доллар США
1,8/14/2009,32.1457,Доллар США
1,8/13/2009,32.6926,Доллар США
1,8/12/2009,31.7477,Доллар США
1,8/11/2009,31.6503,Доллар США
1,8/8/2009,31.5473,Доллар США
1,8/7/2009,31.1814,Доллар США
1,8/6/2009,31.1326,Доллар США
1,8/5/2009,31.0484,Доллар США
1,8/4/2009,31.2424,Доллар США
1,8/1/2009,31.1533,Доллар США
1,7/31/2009,31.7555,Доллар США
1,7/30/2009,31.4162,Доллар США
1,7/29/2009,30.6431,Доллар США
1,7/28/2009,30.7457,Доллар США
1,7/25/2009,31.1372,Доллар США
1,7/24/2009,31.0760,Доллар США
1,7/23/2009,31.0785,Доллар США
1,7/22/2009,31.1791,Доллар США
1,7/21/2009,31.3733,Доллар США
1,7/18/2009,31.7837,Доллар США
1,7/17/2009,31.6943,Доллар США
1,7/16/2009,32.0470,Доллар США
1,7/15/2009,32.5072,Доллар США
1,7/14/2009,33.0597,Доллар США
1,7/11/2009,32.0353,Доллар США
1,7/10/2009,31.8878,Доллар США
1,7/9/2009,31.7819,Доллар США
1,7/8/2009,31.4695,Доллар США
1,7/7/2009,31.4143,Доллар США
1,7/4/2009,31.2481,Доллар США
1,7/3/2009,31.1252,Доллар США
1,7/2/2009,31.1904,Доллар США
1,7/1/2009,31.0385,Доллар США
1,6/30/2009,31.2904,Доллар США
1,6/27/2009,31.1184,Доллар США
1,6/26/2009,31.2037,Доллар США
1,6/25/2009,31.1365,Доллар США
1,6/24/2009,31.5765,Доллар США
1,6/23/2009,31.2408,Доллар США
1,6/20/2009,31.1541,Доллар США
1,6/19/2009,31.0998,Доллар США
1,6/18/2009,31.1297,Доллар США
1,6/17/2009,31.3185,Доллар США
1,6/16/2009,31.1548,Доллар США
1,6/12/2009,30.9124,Доллар США
1,6/11/2009,30.9277,Доллар США
1,6/10/2009,31.2637,Доллар США
1,6/9/2009,31.0751,Доллар США
1,6/6/2009,30.6919,Доллар США
1,6/5/2009,30.8767,Доллар США
1,6/4/2009,30.5131,Доллар США
1,6/3/2009,30.7321,Доллар США
1,6/2/2009,30.7441,Доллар США
1,5/30/2009,30.9843,Доллар США
1,5/29/2009,31.3259,Доллар США
1,5/28/2009,31.1846,Доллар США
1,5/27/2009,31.1465,Доллар США
1,5/26/2009,31.0516,Доллар США
1,5/23/2009,31.1998,Доллар США
1,5/22/2009,31.4586,Доллар США
1,5/21/2009,31.8009,Доллар США
1,5/20/2009,31.9498,Доллар США
1,5/19/2009,32.2919,Доллар США
1,5/16/2009,32.0797,Доллар США
1,5/15/2009,32.1677,Доллар США
1,5/14/2009,31.9841,Доллар США
1,5/13/2009,32.2817,Доллар США
1,5/9/2009,32.5534,Доллар США
1,5/8/2009,32.7915,Доллар США
1,5/7/2009,32.8883,Доллар США
1,5/6/2009,32.8146,Доллар США
1,5/5/2009,32.9672,Доллар США
1,5/1/2009,32.9740,Доллар США
1,4/30/2009,33.2491,Доллар США
1,4/29/2009,33.5533,Доллар США
1,4/28/2009,33.3904,Доллар США
1,4/25/2009,33.4187,Доллар США
1,4/24/2009,33.7848,Доллар США
1,4/23/2009,34.0597,Доллар США
1,4/22/2009,34.1043,Доллар США
1,4/21/2009,33.5371,Доллар США
1,4/18/2009,33.4677,Доллар США
1,4/17/2009,33.4184,Доллар США
1,4/16/2009,33.4507,Доллар США
1,4/15/2009,33.3887,Доллар США
1,4/14/2009,33.4863,Доллар США
1,4/11/2009,33.6309,Доллар США
1,4/10/2009,33.5334,Доллар США
1,4/9/2009,33.7781,Доллар США
1,4/8/2009,33.3840,Доллар США
1,4/7/2009,33.1743,Доллар США
1,4/4/2009,33.4095,Доллар США
1,4/3/2009,33.7636,Доллар США
1,4/2/2009,33.9456,Доллар США
1,4/1/2009,33.9032,Доллар США
1,3/31/2009,34.0134,Доллар США
1,3/28/2009,33.4133,Доллар США
1,3/27/2009,33.4668,Доллар США
1,3/26/2009,33.7268,Доллар США
1,3/25/2009,33.2726,Доллар США
1,3/24/2009,33.3034,Доллар США
1,3/21/2009,33.4230,Доллар США
1,3/20/2009,33.8222,Доллар США
1,3/19/2009,34.4203,Доллар США
1,3/18/2009,34.5318,Доллар США
1,3/17/2009,34.8388,Доллар США
1,3/14/2009,34.8316,Доллар США
1,3/13/2009,35.2944,Доллар США
1,3/12/2009,35.1164,Доллар США
1,3/11/2009,35.4534,Доллар США
1,3/7/2009,35.7374,Доллар США
1,3/6/2009,35.8899,Доллар США
1,3/5/2009,36.2284,Доллар США
1,3/4/2009,36.2054,Доллар США
1,3/3/2009,36.1644,Доллар США
1,2/28/2009,35.7205,Доллар США
1,2/27/2009,35.7223,Доллар США
1,2/26/2009,35.7442,Доллар США
1,2/25/2009,36.0254,Доллар США
1,2/21/2009,36.0760,Доллар США
1,2/20/2009,36.0910,Доллар США
1,2/19/2009,36.4267,Доллар США
1,2/18/2009,35.6345,Доллар США
1,2/17/2009,34.7797,Доллар США
1,2/14/2009,34.5578,Доллар США
1,2/13/2009,34.8003,Доллар США
1,2/12/2009,35.8323,Доллар США
1,2/11/2009,35.9285,Доллар США
1,2/10/2009,36.1258,Доллар США
1,2/7/2009,36.3798,Доллар США
1,2/6/2009,36.3095,Доллар США
1,2/5/2009,36.0135,Доллар США
1,2/4/2009,36.1290,Доллар США
1,2/3/2009,36.1767,Доллар США
1,1/31/2009,35.4146,Доллар США
1,1/30/2009,34.6847,Доллар США
1,1/29/2009,33.2155,Доллар США
1,1/28/2009,32.9979,Доллар США
1,1/27/2009,32.9018,Доллар США
1,1/24/2009,32.8926,Доллар США
1,1/23/2009,32.7991,Доллар США
1,1/22/2009,32.6430,Доллар США
1,1/21/2009,33.4154,Доллар США
1,1/20/2009,32.9085,Доллар США
1,1/17/2009,32.5747,Доллар США
1,1/16/2009,32.2135,Доллар США
1,1/15/2009,31.5616,Доллар США
1,1/14/2009,31.2226,Доллар США
1,1/13/2009,30.9981,Доллар США
1,1/12/2009,30.5331,Доллар США
1,1/1/2009,29.3916,Доллар США
1,12/31/2008,29.3804,Доллар США
1,12/30/2008,29.2300,Доллар США
1,12/27/2008,29.0058,Доллар США
1,12/26/2008,28.6735,Доллар США
1,12/25/2008,28.6119,Доллар США
1,12/24/2008,28.3359,Доллар США
1,12/23/2008,28.2682,Доллар США
1,12/20/2008,27.7351,Доллар США
1,12/19/2008,27.6095,Доллар США
1,12/18/2008,27.5199,Доллар США
1,12/17/2008,27.6009,Доллар США
1,12/16/2008,27.8160,Доллар США
1,12/13/2008,27.8077,Доллар США
1,12/12/2008,27.9310,Доллар США
1,12/11/2008,27.8671,Доллар США
1,12/10/2008,28.0029,Доллар США
1,12/9/2008,28.0043,Доллар США
1,12/6/2008,28.0916,Доллар США
1,12/5/2008,27.9576,Доллар США
1,12/4/2008,27.9212,Доллар США
1,12/3/2008,28.0166,Доллар США
1,12/2/2008,27.9409,Доллар США
1,11/29/2008,27.6060,Доллар США
1,11/28/2008,27.4216,Доллар США
1,11/27/2008,27.3563,Доллар США
1,11/26/2008,27.3913,Доллар США
1,11/25/2008,27.6613,Доллар США
1,11/22/2008,27.5665,Доллар США
1,11/21/2008,27.5715,Доллар США
1,11/20/2008,27.4413,Доллар США
1,11/19/2008,27.4301,Доллар США
1,11/18/2008,27.4374,Доллар США
1,11/15/2008,27.3386,Доллар США
1,11/14/2008,27.6704,Доллар США
1,11/13/2008,27.4704,Доллар США
1,11/12/2008,27.3399,Доллар США
1,11/11/2008,26.9639,Доллар США
1,11/8/2008,27.0041,Доллар США
1,11/7/2008,26.9114,Доллар США
1,11/6/2008,26.9146,Доллар США
1,11/2/2008,27.0793,Доллар США
1,11/1/2008,27.0981,Доллар США
1,10/31/2008,26.5430,Доллар США
1,10/30/2008,27.0979,Доллар США
1,10/29/2008,27.3018,Доллар США
1,10/28/2008,27.3507,Доллар США
1,10/25/2008,27.0596,Доллар США
1,10/24/2008,26.9793,Доллар США
1,10/23/2008,26.9215,Доллар США
1,10/22/2008,26.4417,Доллар США
1,10/21/2008,26.0561,Доллар США
1,10/18/2008,26.2505,Доллар США
1,10/17/2008,26.3691,Доллар США
1,10/16/2008,26.1347,Доллар США
1,10/15/2008,26.0871,Доллар США
1,10/14/2008,26.1111,Доллар США
1,10/11/2008,26.2080,Доллар США
1,10/10/2008,26.0695,Доллар США
1,10/9/2008,26.1629,Доллар США
1,10/8/2008,26.1791,Доллар США
1,10/7/2008,26.1784,Доллар США
1,10/4/2008,25.8993,Доллар США
1,10/3/2008,25.8213,Доллар США
1,10/2/2008,25.6023,Доллар США
1,10/1/2008,25.3718,Доллар США
1,9/30/2008,25.2464,Доллар США
1,9/27/2008,25.0221,Доллар США
1,9/26/2008,24.8982,Доллар США
1,9/25/2008,25.0703,Доллар США
1,9/24/2008,24.9864,Доллар США
1,9/23/2008,25.2690,Доллар США
1,9/20/2008,25.4863,Доллар США
1,9/19/2008,25.4307,Доллар США
1,9/18/2008,25.5245,Доллар США
1,9/17/2008,25.5064,Доллар США
1,9/16/2008,25.3938,Доллар США
1,9/13/2008,25.7013,Доллар США
1,9/12/2008,25.7842,Доллар США
1,9/11/2008,25.5761,Доллар США
1,9/10/2008,25.5814,Доллар США
1,9/9/2008,25.2626,Доллар США
1,9/6/2008,25.4552,Доллар США
1,9/5/2008,25.2144,Доллар США
1,9/4/2008,24.8739,Доллар США
1,9/3/2008,24.7184,Доллар США
1,9/2/2008,24.6670,Доллар США
1,8/30/2008,24.5769,Доллар США
1,8/29/2008,24.5474,Доллар США
1,8/28/2008,24.6019,Доллар США
1,8/27/2008,24.5803,Доллар США
1,8/26/2008,24.4389,Доллар США
1,8/23/2008,24.2699,Доллар США
1,8/22/2008,24.3013,Доллар США
1,8/21/2008,24.4316,Доллар США
1,8/20/2008,24.5703,Доллар США
1,8/19/2008,24.4898,Доллар США
1,8/16/2008,24.5054,Доллар США
1,8/15/2008,24.2901,Доллар США
1,8/14/2008,24.1559,Доллар США
1,8/13/2008,24.3424,Доллар США
1,8/12/2008,24.5697,Доллар США
1,8/9/2008,23.8782,Доллар США
1,8/8/2008,23.5816,Доллар США
1,8/7/2008,23.5142,Доллар США
1,8/6/2008,23.4354,Доллар США
1,8/5/2008,23.4039,Доллар США
1,8/2/2008,23.4697,Доллар США
1,8/1/2008,23.4186,Доллар США
1,7/31/2008,23.4456,Доллар США
1,7/30/2008,23.3278,Доллар США
1,7/29/2008,23.3610,Доллар США
1,7/26/2008,23.3572,Доллар США
1,7/25/2008,23.3782,Доллар США
1,7/24/2008,23.3220,Доллар США
1,7/23/2008,23.1960,Доллар США
1,7/22/2008,23.2120,Доллар США
1,7/19/2008,23.1937,Доллар США
1,7/18/2008,23.2250,Доллар США
1,7/17/2008,23.1638,Доллар США
1,7/16/2008,23.1255,Доллар США
1,7/15/2008,23.2300,Доллар США
1,7/12/2008,23.3727,Доллар США
1,7/11/2008,23.4363,Доллар США
1,7/10/2008,23.4147,Доллар США
1,7/9/2008,23.5024,Доллар США
1,7/8/2008,23.5589,Доллар США
1,7/5/2008,23.5125,Доллар США
1,7/4/2008,23.3759,Доллар США
1,7/3/2008,23.4147,Доллар США
1,7/2/2008,23.4689,Доллар США
1,7/1/2008,23.4068,Доллар США
1,6/28/2008,23.4573,Доллар США
1,6/27/2008,23.5245,Доллар США
1,6/26/2008,23.6113,Доллар США
1,6/25/2008,23.6223,Доллар США
1,6/24/2008,23.5908,Доллар США
1,6/21/2008,23.6288,Доллар США
1,6/20/2008,23.5979,Доллар США
1,6/19/2008,23.6586,Доллар США
1,6/18/2008,23.6402,Доллар США
1,6/17/2008,23.7795,Доллар США
1,6/12/2008,23.6748,Доллар США
1,6/11/2008,23.6109,Доллар США
1,6/10/2008,23.5210,Доллар США
1,6/8/2008,23.5651,Доллар США
1,6/7/2008,23.6809,Доллар США
1,6/6/2008,23.8116,Доллар США
1,6/5/2008,23.8019,Доллар США
1,6/4/2008,23.6968,Доллар США
1,6/3/2008,23.7473,Доллар США
1,5/31/2008,23.7384,Доллар США
1,5/30/2008,23.6659,Доллар США
1,5/29/2008,23.5847,Доллар США
1,5/28/2008,23.5513,Доллар США
1,5/27/2008,23.5483,Доллар США
1,5/24/2008,23.6007,Доллар США
1,5/23/2008,23.5758,Доллар США
1,5/22/2008,23.6874,Доллар США
1,5/21/2008,23.7462,Доллар США
1,5/20/2008,23.7238,Доллар США
1,5/17/2008,23.8391,Доллар США
1,5/16/2008,23.8482,Доллар США
1,5/15/2008,23.8521,Доллар США
1,5/14/2008,23.7199,Доллар США
1,5/13/2008,23.8328,Доллар США
1,5/9/2008,23.8833,Доллар США
1,5/8/2008,23.7523,Доллар США
1,5/7/2008,23.7456,Доллар США
1,5/6/2008,23.7633,Доллар США
1,5/5/2008,23.7939,Доллар США
1,5/1/2008,23.6588,Доллар США
1,4/30/2008,23.6471,Доллар США
1,4/29/2008,23.6037,Доллар США
1,4/26/2008,23.6007,Доллар США
1,4/25/2008,23.4391,Доллар США
1,4/24/2008,23.3448,Доллар США
1,4/23/2008,23.4299,Доллар США
1,4/22/2008,23.4704,Доллар США
1,4/19/2008,23.3696,Доллар США
1,4/18/2008,23.3703,Доллар США
1,4/17/2008,23.4482,Доллар США
1,4/16/2008,23.4549,Доллар США
1,4/15/2008,23.5139,Доллар США
1,4/12/2008,23.4825,Доллар США
1,4/11/2008,23.4628,Доллар США
1,4/10/2008,23.5437,Доллар США
1,4/9/2008,23.5330,Доллар США
1,4/8/2008,23.6028,Доллар США
1,4/5/2008,23.5982,Доллар США
1,4/4/2008,23.6153,Доллар США
1,4/3/2008,23.6706,Доллар США
1,4/2/2008,23.5799,Доллар США
1,4/1/2008,23.5027,Доллар США
1,3/29/2008,23.5156,Доллар США
1,3/28/2008,23.5171,Доллар США
1,3/27/2008,23.6559,Доллар США
1,3/26/2008,23.7010,Доллар США
1,3/25/2008,23.8351,Доллар США
1,3/22/2008,23.7773,Доллар США
1,3/21/2008,23.6781,Доллар США
1,3/20/2008,23.5581,Доллар США
1,3/19/2008,23.5325,Доллар США
1,3/18/2008,23.5126,Доллар США
1,3/15/2008,23.6490,Доллар США
1,3/14/2008,23.6924,Доллар США
1,3/13/2008,23.8461,Доллар США
1,3/12/2008,23.8587,Доллар США
1,3/8/2008,23.8353,Доллар США
1,3/7/2008,23.9349,Доллар США
1,3/6/2008,24.0473,Доллар США
1,3/5/2008,24.0480,Доллар США
1,3/4/2008,24.0103,Доллар США
1,3/1/2008,24.0023,Доллар США
1,2/29/2008,24.1159,Доллар США
1,2/28/2008,24.1966,Доллар США
1,2/27/2008,24.4558,Доллар США
1,2/23/2008,24.4663,Доллар США
1,2/22/2008,24.5299,Доллар США
1,2/21/2008,24.5486,Доллар США
1,2/20/2008,24.5206,Доллар США
1,2/19/2008,24.5767,Доллар США
1,2/16/2008,24.5861,Доллар США
1,2/15/2008,24.6392,Доллар США
1,2/14/2008,24.6655,Доллар США
1,2/13/2008,24.6537,Доллар США
1,2/12/2008,24.6715,Доллар США
1,2/9/2008,24.7813,Доллар США
1,2/8/2008,24.6466,Доллар США
1,2/7/2008,24.6706,Доллар США
1,2/6/2008,24.5211,Доллар США
1,2/5/2008,24.4543,Доллар США
1,2/2/2008,24.4201,Доллар США
1,2/1/2008,24.4262,Доллар США
1,1/31/2008,24.4764,Доллар США
1,1/30/2008,24.4750,Доллар США
1,1/29/2008,24.5952,Доллар США
1,1/26/2008,24.4386,Доллар США
1,1/25/2008,24.6349,Доллар США
1,1/24/2008,24.6325,Доллар США
1,1/23/2008,24.8917,Доллар США
1,1/22/2008,24.6456,Доллар США
1,1/19/2008,24.5076,Доллар США
1,1/18/2008,24.5043,Доллар США
1,1/17/2008,24.3367,Доллар США
1,1/16/2008,24.2858,Доллар США
1,1/15/2008,24.2913,Доллар США
1,1/12/2008,24.3671,Доллар США
1,1/11/2008,24.4796,Доллар США
1,1/10/2008,24.4387,Доллар США
1,12/30/2007,24.5462,Доллар США
1,12/29/2007,24.5398,Доллар США
1,12/28/2007,24.6387,Доллар США
1,12/27/2007,24.7019,Доллар США
1,12/26/2007,24.7196,Доллар США
1,12/25/2007,24.7307,Доллар США
1,12/22/2007,24.7235,Доллар США
1,12/21/2007,24.7529,Доллар США
1,12/20/2007,24.7281,Доллар США
1,12/19/2007,24.7236,Доллар США
1,12/18/2007,24.7060,Доллар США
1,12/15/2007,24.5092,Доллар США
1,12/14/2007,24.4286,Доллар США
1,12/13/2007,24.4432,Доллар США
1,12/12/2007,24.4174,Доллар США
1,12/11/2007,24.4880,Доллар США
1,12/8/2007,24.5295,Доллар США
1,12/7/2007,24.5506,Доллар США
1,12/6/2007,24.4236,Доллар США
1,12/5/2007,24.4733,Доллар США
1,12/4/2007,24.4560,Доллар США
1,12/1/2007,24.4171,Доллар США
1,11/30/2007,24.3506,Доллар США
1,11/29/2007,24.3622,Доллар США
1,11/28/2007,24.3111,Доллар США
1,11/27/2007,24.3104,Доллар США
1,11/24/2007,24.2649,Доллар США
1,11/23/2007,24.3174,Доллар США
1,11/22/2007,24.3391,Доллар США
1,11/21/2007,24.4328,Доллар США
1,11/20/2007,24.4975,Доллар США
1,11/17/2007,24.5153,Доллар США
1,11/16/2007,24.4620,Доллар США
1,11/15/2007,24.4917,Доллар США
1,11/14/2007,24.5286,Доллар США
1,11/13/2007,24.4946,Доллар США
1,11/10/2007,24.4458,Доллар США
1,11/9/2007,24.4830,Доллар США
1,11/8/2007,24.5123,Доллар США
1,11/7/2007,24.6232,Доллар США
1,11/3/2007,24.6674,Доллар США
1,11/2/2007,24.6847,Доллар США
1,11/1/2007,24.6724,Доллар США
1,10/31/2007,24.7238,Доллар США
1,10/30/2007,24.6983,Доллар США
1,10/27/2007,24.7722,Доллар США
1,10/26/2007,24.8508,Доллар США
1,10/25/2007,24.8912,Доллар США
1,10/24/2007,24.9225,Доллар США
1,10/23/2007,24.8066,Доллар США
1,10/20/2007,24.8494,Доллар США
1,10/19/2007,24.8749,Доллар США
1,10/18/2007,24.9275,Доллар США
1,10/17/2007,24.9012,Доллар США
1,10/16/2007,24.9230,Доллар США
1,10/13/2007,24.9216,Доллар США
1,10/12/2007,24.9199,Доллар США
1,10/11/2007,24.9842,Доллар США
1,10/10/2007,25.0597,Доллар США
1,10/9/2007,24.9800,Доллар США
1,10/6/2007,24.9814,Доллар США
1,10/5/2007,25.0111,Доллар США
1,10/4/2007,24.9297,Доллар США
1,10/3/2007,24.9093,Доллар США
1,10/2/2007,24.8784,Доллар США
1,9/29/2007,24.9493,Доллар США
1,9/28/2007,24.9619,Доллар США
1,9/27/2007,24.9755,Доллар США
1,9/26/2007,25.0315,Доллар США
1,9/25/2007,25.0062,Доллар США
1,9/22/2007,25.0540,Доллар США
1,9/21/2007,25.1258,Доллар США
1,9/20/2007,25.1867,Доллар США
1,9/19/2007,25.3547,Доллар США
1,9/18/2007,25.3286,Доллар США
1,9/15/2007,25.3422,Доллар США
1,9/14/2007,25.3679,Доллар США
1,9/13/2007,25.4056,Доллар США
1,9/12/2007,25.5154,Доллар США
1,9/11/2007,25.5708,Доллар США
1,9/8/2007,25.6618,Доллар США
1,9/7/2007,25.6639,Доллар США
1,9/6/2007,25.6997,Доллар США
1,9/5/2007,25.5982,Доллар США
1,9/4/2007,25.5896,Доллар США
1,9/1/2007,25.6262,Доллар США
1,8/31/2007,25.6494,Доллар США
1,8/30/2007,25.7630,Доллар США
1,8/29/2007,25.6753,Доллар США
1,8/28/2007,25.6544,Доллар США
1,8/25/2007,25.7609,Доллар США
1,8/24/2007,25.7105,Доллар США
1,8/23/2007,25.8405,Доллар США
1,8/22/2007,25.8429,Доллар США
1,8/21/2007,25.7408,Доллар США
1,8/18/2007,25.7818,Доллар США
1,8/17/2007,25.7379,Доллар США
1,8/16/2007,25.6367,Доллар США
1,8/15/2007,25.5319,Доллар США
1,8/14/2007,25.4661,Доллар США
1,8/11/2007,25.5070,Доллар США
1,8/10/2007,25.3444,Доллар США
1,8/9/2007,25.4837,Доллар США
1,8/8/2007,25.4702,Доллар США
1,8/7/2007,25.4520,Доллар США
1,8/4/2007,25.5554,Доллар США
1,8/3/2007,25.5945,Доллар США
1,8/2/2007,25.6008,Доллар США
1,8/1/2007,25.5448,Доллар США
1,7/31/2007,25.5999,Доллар США
1,7/28/2007,25.4963,Доллар США
1,7/27/2007,25.4989,Доллар США
1,7/26/2007,25.4132,Доллар США
1,7/25/2007,25.3964,Доллар США
1,7/24/2007,25.3853,Доллар США
1,7/21/2007,25.4144,Доллар США
1,7/20/2007,25.4216,Доллар США
1,7/19/2007,25.4401,Доллар США
1,7/18/2007,25.4563,Доллар США
1,7/17/2007,25.4728,Доллар США
1,7/14/2007,25.4936,Доллар США
1,7/13/2007,25.5167,Доллар США
1,7/12/2007,25.5363,Доллар США
1,7/11/2007,25.6586,Доллар США
1,7/10/2007,25.7016,Доллар США
1,7/7/2007,25.7305,Доллар США
1,7/6/2007,25.6742,Доллар США
1,7/5/2007,25.6629,Доллар США
1,7/4/2007,25.6574,Доллар США
1,7/3/2007,25.7288,Доллар США
1,6/30/2007,25.8162,Доллар США
1,6/29/2007,25.7965,Доллар США
1,6/28/2007,25.8468,Доллар США
1,6/27/2007,25.7781,Доллар США
1,6/26/2007,25.9010,Доллар США
1,6/23/2007,25.9356,Доллар США
1,6/22/2007,25.9692,Доллар США
1,6/21/2007,25.9372,Доллар США
1,6/20/2007,25.9268,Доллар США
1,6/19/2007,25.9558,Доллар США
1,6/16/2007,26.0323,Доллар США
1,6/15/2007,26.0465,Доллар США
1,6/14/2007,26.0420,Доллар США
1,6/10/2007,25.9811,Доллар США
1,6/9/2007,25.9247,Доллар США
1,6/8/2007,25.8428,Доллар США
1,6/7/2007,25.8180,Доллар США
1,6/6/2007,25.8493,Доллар США
1,6/5/2007,25.8928,Доллар США
1,6/2/2007,25.8983,Доллар США
1,6/1/2007,25.9043,Доллар США
1,5/31/2007,25.9031,Доллар США
1,5/30/2007,25.9029,Доллар США
1,5/29/2007,25.8884,Доллар США
1,5/26/2007,25.9152,Доллар США
1,5/25/2007,25.9002,Доллар США
1,5/24/2007,25.8964,Доллар США
1,5/23/2007,25.8831,Доллар США
1,5/22/2007,25.8388,Доллар США
1,5/19/2007,25.8492,Доллар США
1,5/18/2007,25.8074,Доллар США
1,5/17/2007,25.7376,Доллар США
1,5/16/2007,25.7927,Доллар США
1,5/15/2007,25.8067,Доллар США
1,5/12/2007,25.8594,Доллар США
1,5/11/2007,25.7771,Доллар США
1,5/9/2007,25.7334,Доллар США
1,5/8/2007,25.7351,Доллар США
1,5/5/2007,25.7691,Доллар США
1,5/4/2007,25.7288,Доллар США
1,5/3/2007,25.7564,Доллар США
1,4/29/2007,25.6851,Доллар США
1,4/28/2007,25.7446,Доллар США
1,4/27/2007,25.6934,Доллар США
1,4/26/2007,25.6948,Доллар США
1,4/25/2007,25.7760,Доллар США
1,4/24/2007,25.7617,Доллар США
1,4/21/2007,25.7240,Доллар США
1,4/20/2007,25.7657,Доллар США
1,4/19/2007,25.7469,Доллар США
1,4/18/2007,25.7994,Доллар США
1,4/17/2007,25.7966,Доллар США
1,4/14/2007,25.8286,Доллар США
1,4/13/2007,25.8647,Доллар США
1,4/12/2007,25.9181,Доллар США
1,4/11/2007,25.9210,Доллар США
1,4/10/2007,25.9846,Доллар США
1,4/7/2007,25.9252,Доллар США
1,4/6/2007,25.9871,Доллар США
1,4/5/2007,26.0094,Доллар США
1,4/4/2007,25.9839,Доллар США
1,4/3/2007,25.9947,Доллар США
1,3/31/2007,26.0113,Доллар США
1,3/30/2007,26.0204,Доллар США
1,3/29/2007,25.9956,Доллар США
1,3/28/2007,26.0180,Доллар США
1,3/27/2007,26.0770,Доллар США
1,3/24/2007,26.0109,Доллар США
1,3/23/2007,25.9709,Доллар США
1,3/22/2007,26.0335,Доллар США
1,3/21/2007,26.0414,Доллар США
1,3/20/2007,26.0419,Доллар США
1,3/17/2007,26.0476,Доллар США
1,3/16/2007,26.1300,Доллар США
1,3/15/2007,26.1491,Доллар США
1,3/14/2007,26.1873,Доллар США
1,3/13/2007,26.2278,Доллар США
1,3/10/2007,26.2086,Доллар США
1,3/8/2007,26.2352,Доллар США
1,3/7/2007,26.2432,Доллар США
1,3/6/2007,26.2147,Доллар США
1,3/3/2007,26.1740,Доллар США
1,3/2/2007,26.1366,Доллар США
1,3/1/2007,26.1481,Доллар США
1,2/28/2007,26.1599,Доллар США
1,2/27/2007,26.1730,Доллар США
1,2/23/2007,26.2474,Доллар США
1,2/22/2007,26.1967,Доллар США
1,2/21/2007,26.1964,Доллар США
1,2/20/2007,26.2131,Доллар США
1,2/17/2007,26.2358,Доллар США
1,2/16/2007,26.2314,Доллар США
1,2/15/2007,26.3060,Доллар США
1,2/14/2007,26.3759,Доллар США
1,2/13/2007,26.3414,Доллар США
1,2/10/2007,26.3473,Доллар США
1,2/9/2007,26.3945,Доллар США
1,2/8/2007,26.5040,Доллар США
1,2/7/2007,26.5543,Доллар США
1,2/6/2007,26.5288,Доллар США
1,2/3/2007,26.4800,Доллар США
1,2/2/2007,26.4882,Доллар США
1,2/1/2007,26.5484,Доллар США
1,1/31/2007,26.5331,Доллар США
1,1/30/2007,26.5747,Доллар США
1,1/27/2007,26.5575,Доллар США
1,1/26/2007,26.5018,Доллар США
1,1/25/2007,26.4879,Доллар США
1,1/24/2007,26.5240,Доллар США
1,1/23/2007,26.5214,Доллар США
1,1/20/2007,26.5075,Доллар США
1,1/19/2007,26.5343,Доллар США
1,1/18/2007,26.5646,Доллар США
1,1/17/2007,26.5481,Доллар США
1,1/16/2007,26.5645,Доллар США
1,1/13/2007,26.5770,Доллар США
1,1/12/2007,26.5320,Доллар США
1,1/11/2007,26.4898,Доллар США
1,1/10/2007,26.4465,Доллар США
1,12/30/2006,26.3311,Доллар США
1,12/29/2006,26.3789,Доллар США
1,12/28/2006,26.3365,Доллар США
1,12/27/2006,26.3600,Доллар США
1,12/26/2006,26.3528,Доллар США
1,12/23/2006,26.2941,Доллар США
1,12/22/2006,26.2928,Доллар США
1,12/21/2006,26.2759,Доллар США
1,12/20/2006,26.3830,Доллар США
1,12/19/2006,26.3884,Доллар США
1,12/16/2006,26.3298,Доллар США
1,12/15/2006,26.2645,Доллар США
1,12/14/2006,26.2332,Доллар США
1,12/13/2006,26.2609,Доллар США
1,12/12/2006,26.2977,Доллар США
1,12/9/2006,26.2356,Доллар США
